num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
3,Internet,RoundTrip,335,6,0,W,LTNPRG,France,0,0,1,11.72,1
3,Internet,RoundTrip,56,7,13,S,CDGSYD,France,1,1,1,9.87,0
1,Internet,RoundTrip,13,4,9,S,JFKDXB,France,0,1,1,10.93,1
1,Internet,RoundTrip,210,18,9,S,AUHBOM,United Kingdom,1,1,0,2.62,0
2,Mobile,OneWay,254,20,9,S,CDGSYD,France,0,1,1,4.68,1
3,Internet,RoundTrip,109,11,21,F,LTNPRG,UAE,0,0,1,4.72,1
3,Internet,RoundTrip,60,15,2,T,JFKDXB,India,1,1,1,4.1,0
3,Mobile,RoundTrip,257,9,14,S,LTNPRG,France,0,0,0,9.45,0
1,Mobile,OneWay,251,20,17,F,JFKDXB,USA,0,0,0,6.35,0
2,Mobile,RoundTrip,344,20,17,T,LHRBOM,France,0,1,0,7.95,0
4,Internet,RoundTrip,315,15,1,W,AUHBOM,UAE,1,0,0,11.35,1
3,Internet,RoundTrip,265,18,7,M,JFKDXB,France,0,1,1,9.08,0
4,Mobile,RoundTrip,8,3,22,S,LHRBOM,USA,0,1,1,7.92,1
3,Internet,RoundTrip,95,18,17,T,JFKDXB,France,1,0,1,13.81,1
4,Mobile,RoundTrip,239,9,21,M,LHRBOM,United Kingdom,1,0,1,10.29,1
3,Internet,RoundTrip,170,5,16,S,JFKDXB,India,1,1,0,10.93,0
3,Mobile,RoundTrip,19,19,1,M,CDGSYD,France,0,1,1,4.34,1
3,Internet,OneWay,206,17,22,S,CDGSYD,United Kingdom,0,1,0,9.84,0
2,Internet,OneWay,277,3,19,T,LTNPRG,UAE,1,0,0,8.7,0
2,Internet,RoundTrip,265,14,15,S,AUHBOM,France,1,1,0,14.26,0
1,Internet,RoundTrip,336,18,0,F,JFKDXB,France,1,0,1,11.63,0
2,Internet,OneWay,54,14,21,M,LTNPRG,UAE,1,1,1,12.9,0
1,Mobile,RoundTrip,348,10,20,S,CDGSYD,United Kingdom,1,1,0,10.55,1
2,Internet,OneWay,192,1,19,S,JFKDXB,United Kingdom,1,0,0,6.25,1
4,Internet,RoundTrip,112,10,6,S,LHRBOM,France,0,0,0,10.6,1
2,Internet,RoundTrip,314,12,21,S,LTNPRG,USA,0,1,0,14.6,1
3,Internet,RoundTrip,38,17,0,T,AUHBOM,USA,1,0,1,6.19,1
2,Internet,RoundTrip,11,5,13,T,AUHBOM,United Kingdom,0,1,1,4.22,1
4,Internet,RoundTrip,266,5,17,W,JFKDXB,UAE,0,0,0,6.06,1
1,Mobile,RoundTrip,265,19,5,T,LTNPRG,UAE,0,0,1,12.14,0
4,Internet,RoundTrip,33,17,22,S,CDGSYD,India,1,1,1,3.12,0
3,Internet,RoundTrip,321,12,13,S,LTNPRG,USA,1,1,0,14.09,0
4,Mobile,RoundTrip,306,9,3,T,LHRBOM,France,0,1,1,11.29,0
1,Internet,RoundTrip,290,13,21,T,JFKDXB,UAE,0,1,1,9.9,0
4,Mobile,RoundTrip,143,4,2,S,LTNPRG,India,0,1,0,4.29,1
4,Internet,RoundTrip,340,5,22,S,LTNPRG,United Kingdom,0,1,1,9.07,0
2,Internet,RoundTrip,48,11,22,T,AUHBOM,United Kingdom,1,1,1,2.21,1
3,Internet,RoundTrip,285,9,21,T,CDGSYD,USA,1,1,1,9.38,1
3,Internet,OneWay,307,4,7,T,JFKDXB,India,1,0,1,5.89,0
1,Internet,RoundTrip,189,11,10,W,LTNPRG,UAE,0,1,1,8.97,0
3,Internet,RoundTrip,126,14,17,S,LTNPRG,India,1,0,1,6.71,0
3,Internet,RoundTrip,174,17,18,T,LHRBOM,France,0,0,0,7.74,1
1,Internet,RoundTrip,18,13,4,W,CDGSYD,UAE,1,0,0,9.26,1
2,Mobile,RoundTrip,12,13,11,M,LTNPRG,United Kingdom,0,1,0,14.4,0
3,Internet,RoundTrip,123,12,8,T,CDGSYD,United Kingdom,0,1,1,14.78,0
4,Mobile,RoundTrip,7,3,15,F,CDGSYD,UAE,1,1,0,9.97,1
1,Mobile,RoundTrip,232,8,17,S,LTNPRG,India,0,1,0,3.83,1
4,Mobile,RoundTrip,233,10,9,W,LTNPRG,France,1,0,0,2.59,0
4,Mobile,RoundTrip,312,11,20,S,LTNPRG,India,0,0,0,14.91,1
4,Mobile,OneWay,101,6,6,W,LTNPRG,United Kingdom,0,1,1,10.21,1
1,Internet,RoundTrip,297,15,17,T,LTNPRG,United Kingdom,0,0,0,9.77,0
3,Internet,OneWay,112,11,10,S,AUHBOM,France,0,1,0,2.54,0
2,Mobile,RoundTrip,198,7,2,T,AUHBOM,United Kingdom,1,0,0,14.23,1
4,Internet,RoundTrip,294,10,7,T,AUHBOM,France,0,1,1,4.06,0
3,Mobile,RoundTrip,130,15,19,T,AUHBOM,USA,1,0,0,9.02,1
3,Mobile,RoundTrip,41,1,9,W,JFKDXB,United Kingdom,1,0,1,5.93,0
1,Internet,RoundTrip,297,7,18,M,JFKDXB,India,1,1,0,6.98,1
4,Internet,OneWay,104,5,15,S,LHRBOM,India,1,1,0,6.29,0
2,Internet,RoundTrip,79,7,9,F,AUHBOM,United Kingdom,1,1,0,5.4,0
1,Internet,OneWay,250,14,4,S,CDGSYD,United Kingdom,0,0,0,5.38,1
4,Internet,RoundTrip,195,5,16,T,CDGSYD,United Kingdom,0,1,0,3.07,1
4,Mobile,RoundTrip,12,11,15,S,CDGSYD,France,1,0,1,2.28,1
2,Internet,RoundTrip,333,8,7,F,AUHBOM,United Kingdom,0,0,1,7.26,1
3,Internet,OneWay,190,2,1,W,LHRBOM,France,0,1,0,3.07,1
3,Mobile,RoundTrip,99,18,8,W,CDGSYD,USA,0,1,1,6.49,1
2,Internet,OneWay,32,12,0,M,LHRBOM,UAE,1,1,0,5.13,1
3,Mobile,RoundTrip,250,6,17,S,CDGSYD,UAE,0,0,0,8.47,0
4,Internet,OneWay,278,11,5,S,CDGSYD,France,0,0,0,10.2,1
4,Mobile,OneWay,273,20,9,T,CDGSYD,India,1,1,1,7.06,0
3,Internet,RoundTrip,231,4,4,S,LHRBOM,UAE,1,0,1,7.96,1
2,Internet,RoundTrip,319,18,21,F,AUHBOM,France,1,1,0,14.86,0
4,Internet,RoundTrip,222,1,19,S,LHRBOM,USA,1,0,1,7.7,1
4,Internet,OneWay,89,18,21,S,JFKDXB,USA,0,0,0,7.4,1
1,Internet,RoundTrip,81,7,17,W,JFKDXB,UAE,1,1,0,9.39,1
2,Mobile,RoundTrip,140,6,2,F,JFKDXB,France,1,0,1,2.39,0
3,Mobile,OneWay,264,16,15,F,AUHBOM,United Kingdom,0,1,1,8.39,1
3,Internet,RoundTrip,9,4,10,S,AUHBOM,France,0,0,0,2.54,1
3,Internet,RoundTrip,110,3,16,F,LHRBOM,UAE,0,0,0,5.6,0
3,Mobile,RoundTrip,158,10,15,T,JFKDXB,United Kingdom,0,0,1,12.13,0
1,Mobile,RoundTrip,208,19,15,S,LHRBOM,India,1,1,0,4.69,1
1,Internet,RoundTrip,54,7,14,S,JFKDXB,India,1,0,0,8.39,1
4,Internet,RoundTrip,34,11,19,M,CDGSYD,United Kingdom,0,1,1,11.02,1
3,Mobile,OneWay,332,8,20,S,LTNPRG,France,1,1,1,14.71,0
3,Internet,RoundTrip,35,16,12,T,LHRBOM,India,1,0,1,10.34,1
2,Internet,OneWay,29,18,0,T,JFKDXB,United Kingdom,0,0,1,13.48,1
2,Mobile,RoundTrip,71,20,0,W,LHRBOM,France,0,1,1,4.66,1
2,Internet,OneWay,125,6,0,W,CDGSYD,India,1,1,0,2.99,1
3,Mobile,RoundTrip,79,6,19,S,LHRBOM,France,1,1,1,8.4,0
3,Internet,RoundTrip,297,19,10,T,AUHBOM,United Kingdom,0,0,1,9.42,1
1,Mobile,OneWay,47,12,10,S,LTNPRG,India,1,0,1,6.18,1
2,Mobile,RoundTrip,51,7,6,M,JFKDXB,USA,1,0,0,11.35,1
4,Mobile,OneWay,44,7,21,T,AUHBOM,India,0,0,1,9.16,0
3,Mobile,RoundTrip,238,4,5,T,JFKDXB,United Kingdom,0,1,0,9.66,1
4,Mobile,RoundTrip,320,2,20,T,LTNPRG,France,0,1,0,13.66,1
3,Internet,RoundTrip,60,7,15,S,CDGSYD,USA,0,1,0,4.16,1
2,Mobile,OneWay,202,16,9,F,AUHBOM,India,0,1,1,6.24,0
4,Mobile,RoundTrip,136,14,15,T,AUHBOM,United Kingdom,0,1,0,11.88,0
3,Internet,RoundTrip,227,1,21,T,AUHBOM,India,0,0,1,8.45,1
1,Internet,RoundTrip,237,1,1,M,LHRBOM,France,1,1,0,13.53,0
2,Internet,RoundTrip,105,18,1,S,AUHBOM,UAE,0,0,1,4.05,1
3,Internet,OneWay,221,16,3,F,LTNPRG,United Kingdom,1,0,0,7.93,1
2,Mobile,OneWay,21,16,15,T,LTNPRG,France,0,1,0,12.0,0
2,Internet,RoundTrip,177,18,12,T,CDGSYD,UAE,1,0,1,10.15,1
4,Internet,RoundTrip,353,13,15,S,LTNPRG,India,1,1,1,3.9,1
2,Internet,RoundTrip,328,7,9,T,LHRBOM,United Kingdom,0,0,0,11.09,1
2,Internet,RoundTrip,20,12,19,T,CDGSYD,UAE,1,0,0,9.09,0
1,Mobile,OneWay,21,13,10,T,LTNPRG,France,1,1,1,14.64,1
2,Internet,RoundTrip,300,17,10,S,LTNPRG,France,1,1,0,10.25,1
4,Internet,RoundTrip,77,11,11,T,LTNPRG,France,1,1,0,6.16,1
2,Internet,OneWay,243,2,5,M,AUHBOM,USA,0,0,1,9.03,1
2,Mobile,OneWay,198,13,22,S,JFKDXB,USA,1,1,0,3.74,0
3,Mobile,RoundTrip,149,15,1,T,CDGSYD,France,0,0,0,11.72,1
4,Internet,OneWay,113,19,0,F,AUHBOM,United Kingdom,0,1,0,13.16,0
4,Internet,RoundTrip,272,4,10,W,AUHBOM,UAE,1,0,0,9.62,1
2,Internet,RoundTrip,94,18,15,W,JFKDXB,United Kingdom,1,1,1,9.37,1
1,Internet,OneWay,279,1,10,T,AUHBOM,France,1,1,0,3.42,0
3,Mobile,RoundTrip,85,15,18,F,JFKDXB,India,0,1,0,4.34,1
2,Internet,OneWay,320,7,8,T,AUHBOM,France,1,0,0,14.47,0
2,Internet,RoundTrip,256,3,5,F,JFKDXB,USA,1,1,0,7.17,0
1,Internet,OneWay,199,7,14,S,LTNPRG,USA,1,0,0,12.08,1
4,Internet,RoundTrip,37,12,5,W,LHRBOM,USA,0,0,1,13.6,1
1,Internet,RoundTrip,78,4,12,T,AUHBOM,France,1,1,0,3.19,0
2,Internet,OneWay,231,12,14,F,CDGSYD,France,1,0,1,13.57,0
2,Internet,OneWay,209,15,2,S,LTNPRG,India,1,0,0,4.23,1
1,Internet,OneWay,38,18,5,M,AUHBOM,USA,0,0,1,12.03,0
4,Internet,RoundTrip,37,12,1,W,CDGSYD,India,1,1,1,5.5,1
3,Mobile,RoundTrip,221,13,4,T,AUHBOM,United Kingdom,1,0,0,13.02,0
3,Internet,RoundTrip,137,19,20,W,CDGSYD,India,0,0,0,7.95,0
1,Internet,RoundTrip,173,1,0,S,LHRBOM,UAE,1,1,1,8.04,1
1,Internet,RoundTrip,223,16,17,T,JFKDXB,USA,0,0,1,9.56,0
1,Mobile,RoundTrip,310,20,4,S,AUHBOM,France,1,1,0,13.07,1
3,Mobile,RoundTrip,92,17,10,S,JFKDXB,USA,0,0,1,5.89,1
3,Mobile,RoundTrip,253,19,0,S,LHRBOM,United Kingdom,1,0,1,14.72,1
4,Internet,OneWay,315,19,11,T,CDGSYD,France,1,1,0,12.85,1
4,Mobile,OneWay,333,12,21,M,AUHBOM,UAE,1,0,1,7.02,0
2,Internet,RoundTrip,356,17,2,T,LHRBOM,India,0,0,1,2.35,0
1,Mobile,OneWay,2,8,7,S,AUHBOM,USA,1,0,1,4.28,1
1,Mobile,OneWay,28,3,6,M,CDGSYD,India,0,0,1,9.23,1
4,Internet,RoundTrip,317,2,16,S,LTNPRG,USA,0,1,1,12.79,1
4,Internet,RoundTrip,75,4,18,W,LTNPRG,India,0,1,1,14.27,0
3,Internet,OneWay,106,15,6,S,CDGSYD,USA,0,0,0,6.95,0
1,Internet,RoundTrip,173,9,2,T,LHRBOM,USA,1,1,0,2.54,1
4,Mobile,RoundTrip,239,17,20,T,LTNPRG,India,0,1,1,11.17,0
4,Internet,RoundTrip,14,7,2,T,CDGSYD,USA,1,0,1,6.05,0
1,Mobile,OneWay,237,16,19,S,AUHBOM,France,1,0,0,9.72,1
4,Mobile,RoundTrip,34,18,12,S,LTNPRG,France,0,0,0,7.22,1
3,Internet,RoundTrip,135,7,17,S,AUHBOM,India,0,1,1,10.21,0
4,Internet,RoundTrip,328,11,19,W,CDGSYD,France,0,0,1,5.24,1
3,Internet,OneWay,46,11,15,S,AUHBOM,India,0,0,0,4.04,1
1,Mobile,RoundTrip,17,18,8,M,LHRBOM,India,1,0,0,4.22,0
3,Internet,OneWay,174,8,7,F,JFKDXB,United Kingdom,1,1,1,13.93,0
1,Internet,RoundTrip,91,8,14,F,AUHBOM,United Kingdom,1,0,0,13.27,0
2,Internet,OneWay,90,16,11,M,LHRBOM,India,0,0,1,13.08,0
4,Mobile,RoundTrip,155,19,20,T,AUHBOM,India,0,0,1,9.97,1
4,Internet,OneWay,63,1,17,S,JFKDXB,India,1,0,0,7.32,0
2,Internet,OneWay,8,2,20,M,CDGSYD,USA,0,1,0,4.92,1
2,Mobile,RoundTrip,337,19,9,T,LHRBOM,UAE,1,0,0,10.48,0
2,Internet,RoundTrip,296,9,10,S,LHRBOM,United Kingdom,1,0,0,6.16,1
1,Internet,OneWay,150,12,20,S,AUHBOM,USA,1,1,0,9.75,1
3,Internet,OneWay,303,19,6,T,LHRBOM,United Kingdom,1,1,0,6.65,0
2,Internet,RoundTrip,363,8,18,F,AUHBOM,UAE,1,1,1,2.18,0
1,Internet,RoundTrip,144,9,13,S,LHRBOM,France,0,1,0,10.07,0
3,Internet,OneWay,57,17,9,S,LTNPRG,United Kingdom,1,1,1,14.85,1
3,Internet,RoundTrip,74,15,21,F,CDGSYD,India,0,0,0,8.16,1
3,Internet,RoundTrip,350,14,6,T,CDGSYD,USA,0,0,1,3.98,0
4,Internet,RoundTrip,325,8,15,S,JFKDXB,France,1,1,0,11.71,1
3,Internet,RoundTrip,255,15,8,S,LTNPRG,UAE,1,1,0,8.56,0
3,Internet,OneWay,247,17,21,W,JFKDXB,UAE,1,1,0,11.25,1
1,Mobile,OneWay,112,19,12,T,LHRBOM,UAE,0,1,1,13.46,1
2,Mobile,RoundTrip,191,13,13,F,LHRBOM,France,0,0,1,5.61,1
2,Internet,RoundTrip,135,18,7,S,CDGSYD,UAE,0,1,1,5.35,0
4,Mobile,RoundTrip,143,17,0,T,JFKDXB,USA,1,1,0,8.09,0
2,Mobile,RoundTrip,265,15,22,S,LTNPRG,France,1,0,1,3.13,0
3,Internet,OneWay,197,11,10,S,AUHBOM,USA,1,1,1,3.32,1
3,Mobile,OneWay,156,9,15,T,JFKDXB,India,0,0,0,8.61,0
1,Mobile,RoundTrip,91,13,20,W,JFKDXB,India,1,1,1,7.14,1
4,Internet,RoundTrip,239,18,8,S,CDGSYD,UAE,1,1,1,7.2,1
3,Internet,RoundTrip,164,11,0,F,LHRBOM,India,1,1,1,10.37,0
1,Internet,RoundTrip,19,14,17,T,LHRBOM,USA,0,1,1,14.09,1
1,Internet,RoundTrip,250,12,14,T,JFKDXB,USA,0,1,1,14.17,1
4,Mobile,RoundTrip,122,13,14,T,AUHBOM,United Kingdom,1,0,0,7.23,0
2,Internet,OneWay,150,14,8,M,LHRBOM,UAE,1,0,1,10.44,0
1,Internet,RoundTrip,360,2,20,T,JFKDXB,USA,0,1,1,7.19,1
3,Internet,OneWay,250,3,9,M,JFKDXB,India,0,1,1,11.68,1
1,Mobile,RoundTrip,25,1,0,S,LHRBOM,India,1,1,1,8.56,0
1,Internet,RoundTrip,269,16,13,S,CDGSYD,France,0,1,0,3.63,1
4,Mobile,OneWay,107,18,17,T,JFKDXB,United Kingdom,1,0,1,9.11,0
1,Internet,OneWay,275,8,9,F,AUHBOM,France,0,0,0,14.9,0
4,Internet,RoundTrip,128,2,10,W,JFKDXB,India,1,0,0,5.53,1
3,Internet,RoundTrip,208,1,21,F,CDGSYD,France,1,1,0,11.98,0
2,Internet,RoundTrip,253,9,13,T,AUHBOM,India,0,0,1,5.72,1
2,Internet,RoundTrip,68,13,6,S,JFKDXB,France,1,0,0,11.44,0
2,Internet,RoundTrip,50,7,8,S,LHRBOM,UAE,1,0,0,8.17,0
3,Internet,RoundTrip,256,13,17,M,LHRBOM,USA,0,1,0,11.29,1
4,Internet,RoundTrip,27,4,17,S,CDGSYD,UAE,0,0,1,12.84,0
2,Mobile,RoundTrip,299,15,2,T,JFKDXB,France,1,1,0,2.25,1
3,Mobile,RoundTrip,158,7,17,F,CDGSYD,India,0,0,0,10.35,0
3,Internet,RoundTrip,35,20,7,F,CDGSYD,USA,1,0,1,2.87,0
1,Mobile,RoundTrip,279,16,3,F,JFKDXB,France,0,0,1,14.33,1
4,Internet,OneWay,327,10,3,S,AUHBOM,United Kingdom,0,0,0,8.71,1
4,Internet,OneWay,25,19,20,M,LTNPRG,UAE,0,1,0,5.79,1
1,Internet,RoundTrip,343,20,5,F,AUHBOM,India,0,0,1,10.77,1
2,Internet,RoundTrip,151,4,11,W,JFKDXB,United Kingdom,1,0,1,10.87,0
4,Mobile,OneWay,244,12,12,W,AUHBOM,United Kingdom,1,1,1,7.96,1
4,Internet,RoundTrip,97,14,11,T,JFKDXB,USA,1,1,0,13.7,0
1,Internet,RoundTrip,41,8,7,F,LHRBOM,United Kingdom,1,0,0,14.53,1
4,Internet,RoundTrip,360,20,0,W,LTNPRG,India,1,0,1,7.96,0
2,Internet,RoundTrip,238,14,1,F,AUHBOM,USA,1,1,0,11.28,0
2,Internet,RoundTrip,93,16,11,T,CDGSYD,USA,1,1,1,2.09,1
2,Internet,RoundTrip,130,4,19,W,JFKDXB,France,1,0,0,5.98,1
3,Internet,RoundTrip,276,19,19,T,CDGSYD,United Kingdom,1,0,0,12.86,1
1,Internet,RoundTrip,111,20,15,T,LTNPRG,United Kingdom,1,0,0,3.61,0
3,Internet,RoundTrip,251,19,6,F,CDGSYD,United Kingdom,1,1,0,2.45,1
1,Mobile,RoundTrip,14,9,21,M,LHRBOM,USA,0,1,1,10.9,1
1,Internet,OneWay,360,19,8,S,AUHBOM,United Kingdom,1,1,1,6.87,1
4,Internet,RoundTrip,264,1,18,T,LHRBOM,India,0,1,1,13.54,0
2,Internet,RoundTrip,123,5,3,T,JFKDXB,United Kingdom,1,1,1,14.54,0
4,Internet,RoundTrip,207,14,12,S,CDGSYD,France,1,0,0,6.49,0
3,Internet,RoundTrip,64,16,5,M,CDGSYD,France,0,0,0,14.64,0
4,Internet,OneWay,165,3,10,W,AUHBOM,USA,1,1,1,11.03,1
1,Internet,OneWay,129,6,17,F,CDGSYD,France,1,0,0,7.79,1
4,Internet,RoundTrip,142,2,21,S,AUHBOM,India,1,1,1,9.12,1
4,Internet,RoundTrip,297,3,1,S,CDGSYD,USA,1,0,1,13.73,1
2,Internet,RoundTrip,150,1,9,F,CDGSYD,India,0,1,0,3.28,1
1,Internet,RoundTrip,3,20,1,T,AUHBOM,France,0,0,1,6.57,1
1,Internet,RoundTrip,165,18,12,W,CDGSYD,UAE,1,0,0,6.97,0
3,Internet,RoundTrip,19,13,22,M,LHRBOM,UAE,1,0,1,7.32,0
1,Mobile,RoundTrip,174,1,7,S,LTNPRG,India,0,0,0,9.91,0
1,Internet,RoundTrip,248,15,8,M,JFKDXB,United Kingdom,0,1,1,4.52,1
3,Mobile,RoundTrip,36,11,6,M,LTNPRG,USA,0,1,0,9.55,1
3,Internet,RoundTrip,24,16,19,S,JFKDXB,India,0,1,0,14.2,1
4,Internet,RoundTrip,139,10,19,T,LTNPRG,UAE,0,1,0,8.21,1
4,Internet,RoundTrip,176,1,18,T,CDGSYD,United Kingdom,0,0,0,7.42,1
2,Mobile,RoundTrip,24,19,5,W,JFKDXB,India,0,0,0,3.53,0
2,Internet,RoundTrip,119,18,4,M,JFKDXB,India,0,0,0,11.56,1
1,Internet,RoundTrip,283,19,3,F,AUHBOM,India,1,0,0,11.04,0
1,Internet,RoundTrip,208,14,4,W,LHRBOM,United Kingdom,0,1,1,10.46,1
2,Internet,RoundTrip,191,19,16,W,CDGSYD,United Kingdom,0,0,1,14.45,1
4,Mobile,RoundTrip,39,2,12,F,LTNPRG,USA,1,0,1,7.09,1
4,Internet,RoundTrip,292,9,19,W,CDGSYD,UAE,0,1,0,9.37,1
4,Internet,RoundTrip,216,7,15,T,AUHBOM,France,0,0,0,13.77,0
2,Internet,RoundTrip,157,10,21,S,LTNPRG,United Kingdom,1,0,0,11.49,1
3,Internet,RoundTrip,224,1,1,F,LTNPRG,UAE,1,0,1,10.37,1
3,Mobile,RoundTrip,56,17,15,S,CDGSYD,France,0,0,1,10.56,0
1,Mobile,RoundTrip,247,6,2,W,CDGSYD,United Kingdom,1,0,0,5.56,1
2,Mobile,OneWay,110,3,8,S,CDGSYD,France,1,0,1,3.28,0
3,Internet,OneWay,15,4,10,S,JFKDXB,United Kingdom,0,0,1,2.53,0
2,Internet,OneWay,86,3,11,M,JFKDXB,United Kingdom,0,1,0,10.63,1
2,Internet,OneWay,133,14,4,M,LTNPRG,UAE,1,1,0,8.3,0
2,Internet,RoundTrip,161,19,4,S,JFKDXB,USA,0,1,1,13.52,1
1,Mobile,RoundTrip,84,2,3,W,CDGSYD,India,0,0,0,2.35,0
4,Internet,RoundTrip,288,1,4,S,CDGSYD,India,0,0,0,10.24,0
4,Internet,RoundTrip,97,18,15,T,LHRBOM,India,0,0,0,4.27,1
4,Internet,OneWay,43,8,20,T,LTNPRG,India,1,1,0,7.82,1
4,Mobile,OneWay,81,3,7,T,AUHBOM,USA,1,1,0,13.01,1
2,Internet,RoundTrip,146,4,19,T,LHRBOM,India,1,1,1,7.14,0
1,Mobile,OneWay,17,14,18,F,LTNPRG,France,1,1,1,8.65,1
2,Mobile,RoundTrip,34,2,6,M,AUHBOM,India,1,1,1,12.06,0
4,Mobile,RoundTrip,58,9,4,T,LHRBOM,France,0,0,1,2.24,0
1,Internet,RoundTrip,143,20,8,S,LTNPRG,USA,1,0,0,2.09,0
3,Internet,OneWay,347,9,2,W,LHRBOM,India,1,0,1,12.03,1
1,Internet,RoundTrip,213,4,22,F,LTNPRG,UAE,0,1,0,7.24,0
2,Mobile,RoundTrip,30,16,18,W,LTNPRG,India,0,1,1,13.01,0
1,Mobile,RoundTrip,26,9,9,M,LHRBOM,United Kingdom,0,1,0,12.55,0
1,Internet,OneWay,38,8,11,T,LTNPRG,UAE,1,1,1,11.79,0
1,Internet,OneWay,25,6,7,T,LTNPRG,India,0,1,1,14.61,1
3,Internet,RoundTrip,184,16,0,S,LHRBOM,UAE,0,1,1,8.79,0
3,Internet,OneWay,266,10,4,S,CDGSYD,United Kingdom,0,1,1,4.07,1
2,Internet,RoundTrip,159,10,1,S,JFKDXB,India,1,1,0,6.84,0
4,Internet,OneWay,149,16,9,F,LTNPRG,France,0,0,1,13.51,1
2,Mobile,RoundTrip,217,8,9,M,CDGSYD,India,1,0,0,10.59,0
3,Internet,RoundTrip,128,14,8,S,LTNPRG,UAE,1,0,1,9.8,0
3,Internet,OneWay,295,4,15,S,JFKDXB,USA,1,1,0,2.75,1
3,Internet,OneWay,250,12,16,T,LHRBOM,United Kingdom,1,0,0,11.14,0
4,Internet,RoundTrip,358,9,12,W,LTNPRG,France,0,0,1,10.75,1
4,Internet,OneWay,31,11,7,S,AUHBOM,India,0,0,1,12.23,0
3,Internet,RoundTrip,158,8,8,S,CDGSYD,USA,0,0,0,11.86,0
4,Internet,RoundTrip,313,3,10,T,JFKDXB,UAE,0,1,1,7.43,1
3,Internet,RoundTrip,245,19,16,F,CDGSYD,UAE,1,0,1,3.53,0
2,Internet,RoundTrip,283,9,7,W,LTNPRG,USA,1,1,1,5.3,0
4,Internet,RoundTrip,171,15,16,S,AUHBOM,UAE,0,1,1,5.68,0
1,Internet,RoundTrip,142,19,7,S,JFKDXB,USA,0,0,0,14.42,0
2,Internet,RoundTrip,275,9,12,S,AUHBOM,USA,1,0,1,6.47,0
1,Internet,RoundTrip,171,17,5,W,LTNPRG,USA,1,0,1,3.59,1
4,Internet,OneWay,149,9,2,W,JFKDXB,USA,0,0,1,14.52,0
4,Internet,RoundTrip,145,2,11,F,LTNPRG,UAE,1,0,0,11.64,0
4,Internet,RoundTrip,45,18,16,S,CDGSYD,France,0,1,1,6.58,1
1,Mobile,RoundTrip,286,17,9,W,LHRBOM,France,1,0,0,2.09,0
2,Internet,RoundTrip,310,12,17,T,LTNPRG,India,1,1,0,2.05,0
2,Internet,RoundTrip,11,17,1,S,AUHBOM,United Kingdom,0,1,0,7.95,0
1,Internet,RoundTrip,147,14,1,W,JFKDXB,United Kingdom,0,0,1,13.23,1
3,Mobile,OneWay,245,17,21,W,AUHBOM,India,1,1,0,10.47,0
1,Internet,OneWay,55,2,13,W,JFKDXB,United Kingdom,0,1,0,2.56,0
3,Mobile,RoundTrip,111,17,8,T,CDGSYD,France,0,0,1,4.06,1
3,Internet,RoundTrip,351,5,14,M,AUHBOM,India,0,1,1,11.44,1
3,Mobile,RoundTrip,284,20,17,M,AUHBOM,India,1,1,0,7.77,1
4,Internet,RoundTrip,320,20,20,F,CDGSYD,India,1,0,1,11.27,1
4,Internet,RoundTrip,359,2,20,S,LHRBOM,France,1,0,1,13.73,0
2,Internet,RoundTrip,249,14,8,S,AUHBOM,India,1,0,1,11.53,0
3,Internet,RoundTrip,102,8,0,S,AUHBOM,USA,1,1,0,10.53,0
4,Mobile,RoundTrip,347,6,9,S,LHRBOM,India,1,1,0,12.98,0
4,Mobile,OneWay,163,20,2,S,AUHBOM,India,1,0,0,7.74,1
3,Internet,RoundTrip,197,9,11,M,LTNPRG,United Kingdom,1,1,1,10.41,0
1,Internet,RoundTrip,200,12,4,S,CDGSYD,USA,1,0,0,12.59,1
2,Internet,OneWay,200,7,15,T,AUHBOM,India,1,0,1,13.22,0
4,Internet,RoundTrip,201,14,20,F,JFKDXB,France,1,1,0,6.84,0
1,Internet,RoundTrip,283,6,4,S,AUHBOM,United Kingdom,1,1,1,6.37,0
3,Internet,RoundTrip,57,8,12,M,CDGSYD,France,1,0,1,4.79,1
3,Internet,RoundTrip,161,15,22,T,LTNPRG,USA,0,0,0,13.27,0
1,Mobile,RoundTrip,213,5,7,M,AUHBOM,United Kingdom,1,0,0,9.51,0
2,Mobile,RoundTrip,203,16,18,W,CDGSYD,India,1,0,1,9.42,1
4,Mobile,RoundTrip,264,20,1,S,LHRBOM,France,1,0,0,5.14,0
3,Internet,RoundTrip,122,15,14,T,JFKDXB,USA,1,1,0,6.6,0
4,Mobile,RoundTrip,344,8,0,T,JFKDXB,UAE,1,0,1,3.02,0
2,Internet,RoundTrip,6,4,1,T,LHRBOM,USA,0,1,0,6.12,0
4,Internet,RoundTrip,265,12,13,T,JFKDXB,United Kingdom,1,0,1,14.65,1
3,Internet,RoundTrip,62,9,20,T,LHRBOM,United Kingdom,1,1,0,9.93,0
4,Mobile,RoundTrip,220,5,16,M,CDGSYD,India,0,0,1,10.83,0
2,Internet,RoundTrip,9,8,9,T,JFKDXB,United Kingdom,0,0,0,9.98,1
2,Mobile,RoundTrip,85,20,8,S,AUHBOM,India,1,0,1,10.52,0
1,Internet,RoundTrip,143,4,10,T,JFKDXB,United Kingdom,0,1,1,13.82,0
